molA,molB,coupling_energy
1,27,39.887673473066
1,28,60.129089425674
1,29,1.386210545992
1,30,45.383358050167
1,31,74.418891958478
1,32,-2.478782476719
1,33,39.421251629843
1,34,6.583195170802
1,35,-15.180621916566
1,36,34.146910830968
1,37,-12.409291687742
1,38,-3.445632017087
1,39,-8.988539929065
1,40,-6.375488396086
1,41,1.766357263346
1,42,43.915221879040
1,43,54.421696320242
1,44,-2.666145882940
1,45,39.360455603535
1,46,44.275329536380
1,47,-1.731195641565
1,48,33.894145791695
1,49,37.015037202662
1,50,-9.177933536528
1,51,49.211602573814
1,52,-4.436203604680
1,53,28.485742754172
1,54,52.153347466119
1,55,3.501248818015
1,56,-2.925457393183
1,57,6.194949458841
1,58,0.551640082565
1,59,47.302027173828
1,60,39.360099857935
1,61,56.967411496626
1,62,18.330721414357
1,63,67.493011966588
1,64,42.241412345844
1,65,71.938605509771
1,66,-10.643346746547
1,67,-9.630722391528
1,68,13.376151316355
1,69,46.010242512129
1,70,67.160825836778
1,71,50.768504610562
1,72,46.222741988138
1,73,8.581606700631
1,74,4.778930826556
1,75,53.086048362398
1,76,7.119610022812
1,77,53.284383924132
1,78,-4.660404973489
1,79,-8.011745346143
1,80,-4.804608809434
1,81,40.501570155044
1,82,49.348232454373
1,83,63.545917835821
1,84,66.920462343238
1,85,9.289546385611
1,86,6.882857956589
1,87,52.992786621959
1,88,16.010763127822
1,89,-3.722493211826
1,90,73.468334232581
1,91,4.682473376233
1,92,-0.199781297262
1,93,0.539153251244
1,94,32.583838938459
1,95,1.578984921514
1,96,34.911298822044
1,97,20.857748070099
1,98,-0.486870259068
1,99,36.872981251407
1,100,60.677321550298
1,101,72.748230101715
1,102,42.528171269681
1,103,57.623674549584
1,104,65.093179380805
1,105,-9.143005542806
1,106,94.643864580314
1,107,-4.794410094917
1,108,34.626460474166
1,109,-5.799090279201
1,110,13.943316459707
1,111,2.854373173432
1,112,-8.753950524871
1,113,-1.625701372650
1,114,2.282627067150
1,115,61.008609549135
1,116,45.917097526333
1,117,54.536834000726
1,118,54.637067999400
1,119,6.163239460962
1,120,-6.680140604047
1,121,50.983623566506
1,122,20.701452200126
1,123,3.746192099548
1,124,27.413390632399
1,125,1.669167070133
1,126,-5.687085892714
1,127,4.975068754720
1,128,8.095367968250
1,129,-0.709252169698
1,130,3.493650808035
1,131,16.551347152410
1,132,50.677738890729
1,133,2.619926075917
1,134,38.290582522510
1,135,8.339811955600
1,136,-10.484514473515
1,137,39.125353108706
1,138,-4.614542131341
1,139,15.581287542278
1,140,49.045666557220
1,141,19.343150622495
1,142,72.241444945554
1,143,11.736867349900
1,144,34.908161060390
1,145,25.606696424395
1,146,65.414968049692
1,147,15.611324837300
1,148,-15.033077908345
1,149,1.507591186382
1,150,-18.682338281054
1,151,35.952576245960
1,152,5.025725167827
1,153,-4.228951986443
1,154,67.778153737119
1,155,53.394040686675
1,156,26.475643610065
1,157,30.617004408610
1,158,13.394328767419
1,159,0.207561639880
1,160,68.972959081679
1,161,59.394323867891
1,162,61.804754162884
1,163,46.753416917985
1,164,45.497461763371
1,165,-4.400264975564
1,166,50.109089723279
1,167,53.035829766566
1,168,22.531315505912
1,169,73.261763640825
1,170,4.720415962795
1,171,19.272070957551
1,172,-3.899208646704
1,173,49.026839996972
1,174,18.191144209042
1,175,58.675022878459
1,176,58.217404346346
1,177,16.904634880011
1,178,1.226918957349
1,179,22.207623464172
1,180,47.115965544152
1,181,0.273195939808
1,182,21.385004484284
1,183,-0.835814041537
1,184,-5.456348659944
1,185,57.899141722337
1,186,66.183984746458
1,187,68.154995099139
1,188,5.827882855432
1,189,39.242106824378
1,190,47.632608122403
1,191,38.732117499305
1,192,9.927429280797
1,193,36.080868378165
1,194,7.991473982438
1,195,-8.226328986428
1,196,51.477125687052
1,197,51.075826236149
1,198,40.612905412236
1,199,58.016977745552
2,0,-30.665580154513
2,1,-4.849070068405
2,2,-53.120787041858
2,3,-68.887761056947
2,4,-59.382691330546
2,5,-50.104199052104
2,6,-58.379305429589
2,7,-63.490736004249
2,8,23.816162099421
2,9,-51.810543378204
2,10,-28.851465149615
2,11,-27.841657927485
2,12,-49.447792207269
2,13,-71.871465709490
2,14,-23.478854177622
2,15,-56.988352114146
2,16,-57.194787255117
2,17,-47.867257327569
2,18,-57.847640513326
2,19,2.508074549529
2,20,-52.844381595518
2,21,-55.738483043337
2,22,-52.286340379651
2,23,0.043050904496
2,24,-53.651712534236
2,25,-67.157979460055
2,26,-2.938811059685
2,27,-16.481858687504
2,28,3.758860478803
2,29,-54.981996343304
2,30,-10.986363289303
2,31,18.048171081668
2,32,-58.846856334734
2,33,-16.948264475133
2,34,-49.785190598304
2,35,-71.548258591931
2,36,-22.222423717059
2,37,-68.777023747934
2,38,-59.813672596778
2,39,-65.356389727043
2,40,-62.743428132533
2,41,-54.601862710500
2,42,-12.454448922275
2,43,-1.948336153022
2,44,-59.034213292020
2,45,-17.009058408657
2,46,-12.094353661028
2,47,-58.099295231077
2,48,-22.475180055539
2,49,-19.354396073672
2,50,-65.545776815801
2,51,-7.158250547480
2,52,-60.804210089635
2,53,-27.883396923877
2,54,-4.216606921349
2,55,-52.867030870460
2,56,-59.293515876932
2,57,-50.173422946798
2,58,-55.816538081090
2,59,-9.067760212922
2,60,-17.009414142012
2,61,0.597291388978
2,62,-38.038068712063
2,63,11.122529517030
2,64,-14.128200837578
2,65,15.567970018659
2,66,-67.011139588125
2,67,-65.998550086355
2,68,-42.992468269200
2,69,-10.359500406856
2,70,10.790354822813
2,71,-5.601402105203
2,72,-10.147008245818
2,73,-47.786847854251
2,74,-51.589392839654
2,75,-3.283938132379
2,76,-49.248794209780
2,77,-3.085609398157
2,78,-61.028403741606
2,79,-64.379628764298
2,80,-61.172602614177
2,81,-15.867983137672
2,82,-7.021625370231
2,83,7.175571265361
2,84,10.549999603842
2,85,-47.078932536795
2,86,-49.485538126959
2,87,-3.377196662368
2,88,-40.357947143239
2,89,-60.090524262152
2,90,17.097646079485
2,91,-51.685846969915
2,92,-56.567933597296
2,93,-55.829024482620
2,94,-23.785441804888
2,95,-54.789228603018
2,96,-21.458062038117
2,97,-35.511129039704
2,98,-56.855012677632
2,99,-19.496447134974
2,100,4.307073730721
2,101,16.377566738738
2,102,-13.841451784887
2,103,1.253531850467
2,104,8.722779545875
2,105,-65.510850024257
2,106,38.272447424526
2,107,-61.162404250688
2,108,-21.742890581147
2,109,-62.167049854739
2,110,-42.425322648087
2,111,-53.513884249682
2,112,-65.121808397147
2,113,-57.993804593214
2,114,-54.085610676571
2,115,4.638350325069
2,116,-10.452642186283
2,117,-1.833202436057
2,118,-1.732971887861
2,119,-50.205131853218
2,120,-63.048069854660
2,121,-5.386290554481
2,122,-35.667419529753
2,123,-52.622096019848
2,124,-28.955712133218
2,125,-54.699049558447
2,126,-62.055049323339
2,127,-51.393261662553
2,128,-48.273069850155
2,129,-57.077386933968
2,130,-52.874628618920
2,131,-39.817381726069
2,132,-5.692164700529
2,133,-53.748323277570
2,134,-18.078894661601
2,135,-48.028634276634
2,136,-66.852312781892
2,137,-17.244152810577
2,138,-60.982542478021
2,139,-40.787407945842
2,140,-7.324180851938
2,141,-37.025674352924
2,142,15.870799028999
2,143,-44.631695810443
2,144,-21.461199691767
2,145,-30.762344151517
2,146,9.044557137167
2,147,-40.757371684726
2,148,-71.400719661928
2,149,-54.860619880797
2,150,-75.049854433761
2,151,-20.416820457642
2,152,-51.342606993050
2,153,-60.596965604833
2,154,11.407661471480
2,155,-2.975956410453
2,156,-29.893426876552
2,157,-25.752208631879
2,158,-42.974291443817
2,159,-56.160604680728
2,160,12.602425684461
2,161,3.024120215043
2,162,5.434467531733
2,163,-9.616351583652
2,164,-10.872263503938
2,165,-60.768272697489
2,166,-6.260794292895
2,167,-3.334154999480
2,168,-33.837619210433
2,169,16.891082599082
2,170,-51.647905689337
2,171,-37.096751571218
2,172,-60.267233614613
2,173,-7.343006764102
2,174,-38.177641112969
2,175,2.304843987222
2,176,1.847241208401
2,177,-39.464106158986
2,178,-55.141282449178
2,179,-34.161300110223
2,180,-9.253815437689
2,181,-56.094972639912
2,182,-34.983890774391
2,183,-57.203944449611
2,184,-61.824320032349
2,185,1.528989540413
2,186,9.813547360434
2,187,11.784489860620
2,188,-50.540476915739
2,189,-17.127403113911
2,190,-8.737190644119
2,191,-17.637374883692
2,192,-46.441071597787
2,193,-20.288532741586
2,194,-48.376960259906
2,195,-64.594205018846
2,196,-4.892805422198
2,197,-5.294091058808
2,198,-15.756651712974
2,199,1.646821507187
3,0,27.534694180133
3,1,53.352121842159
3,2,5.078689232068
3,3,-10.688845116987
3,4,-1.183437597640
3,5,8.095384429173
3,6,-0.180016037702
3,7,-5.291628264771
3,8,82.018372903607
3,9,6.388979460731
3,10,29.348873660798
3,11,30.358716772782
3,12,8.751814602336
3,13,-13.672655803377
3,14,34.721675583358
3,15,1.210986710481
3,16,1.004544233052
3,17,10.332405653506
3,18,0.351667773240
3,19,60.709527959902
3,20,5.355104501621
3,21,2.460900200211
3,22,5.913165549820
3,23,58.244416698399
3,24,4.547744871059
3,25,-8.959002047377
3,26,55.262448748013
3,27,41.718919760839
3,28,61.960358347147
3,29,3.217413784987
3,30,47.214610483032
3,31,76.250176859307
3,32,-0.647583558981
3,33,41.252497396075
3,34,8.414404220348
3,35,-13.349437199831
3,36,35.978150699688
3,37,-10.578103872620
3,38,-1.614434180330
3,39,-7.157348289467
3,40,-4.544293835017
3,41,3.597560927359
3,42,45.746472670275
3,43,56.252958859659
3,44,-0.834947174684
3,45,41.191701301788
3,46,46.106580730273
3,47,0.100004112006
3,48,35.725385377787
3,49,38.846280278376
3,50,-7.346742108675
3,51,51.042859287343
3,52,-2.605006875419
3,53,30.316976292932
3,54,53.984607469079
3,55,5.332454421747
3,56,-1.094258974852
3,57,8.026158074295
3,58,2.382842388462
3,59,49.133281752103
3,60,41.191345555795
3,61,58.798676882674
3,62,20.161943598629
3,63,69.324289122582
3,64,44.072661265476
3,65,73.769887637012
3,66,-8.812156957065
3,67,-7.799531469907
3,68,15.207367960960
3,69,47.841495645960
3,70,68.992102621312
3,71,52.599763065002
3,72,48.053995359580
3,73,10.412817984543
3,74,6.610137858806
3,75,54.917309408302
3,76,8.950819672107
3,77,55.115645191814
3,78,-2.829208494899
3,79,-6.180552614467
3,80,-2.973412492065
3,81,42.332817129252
3,82,51.179489320682
3,83,65.377190578052
3,84,68.751738858991
3,85,11.120758461053
3,86,8.714067341178
3,87,54.824047563576
3,88,17.841982718157
3,89,-1.891295684611
3,90,75.299618070443
3,91,6.513680300639
3,92,1.631420168502
3,93,2.370355543178
3,94,34.415077059442
3,95,3.410188376045
3,96,36.742539545463
3,97,22.688973079850
3,98,1.344330885717
3,99,38.704224168279
3,100,62.508591084814
3,101,74.579513134326
3,102,44.359420509958
3,103,59.454940669471
3,104,66.924453853229
3,105,-7.311814075903
3,106,96.475172098362
3,107,-2.963213766147
3,108,36.457700879087
3,109,-3.967895073700
3,110,15.774533738448
3,111,4.685578053912
3,112,-6.922758622997
3,113,0.205498498872
3,114,4.113831308387
3,115,62.839879454099
3,116,47.748350556009
3,117,56.368096668892
3,118,56.468330779644
3,119,7.994448040969
3,120,-4.848946383587
3,121,52.814882261489
3,122,22.532677035131
3,123,5.577397977140
3,124,29.244622972132
3,125,3.500370625487
3,126,-3.855890561987
3,127,6.806276006268
3,128,9.926578708510
3,129,1.121948726461
3,130,5.324856403269
3,131,18.382567347173
3,132,52.508997243676
3,133,4.451130694273
3,134,40.121827024479
3,135,10.171022969167
3,136,-8.653324506449
3,137,40.956598544079
3,138,-2.783345601471
3,139,17.412506652421
3,140,50.876923085205
3,141,21.174373938768
3,142,74.072727411447
3,143,13.568082161641
3,144,36.739401780294
3,145,27.437926744024
3,146,67.246242881956
3,147,17.442543981029
3,148,-13.201893026657
3,149,3.338794561088
3,150,-16.851157479250
3,151,37.783818133677
3,152,6.856932476010
3,153,-2.397755025464
3,154,69.609431211968
3,155,55.225302076971
3,156,28.306874901282
3,157,32.448240330406
3,158,15.225545432346
3,159,2.038763561082
3,160,70.804237892611
3,161,61.225591967734
3,162,63.636024958112
3,163,48.584670882818
3,164,47.328714323819
3,165,-2.569068206125
3,166,51.940347440373
3,167,54.867090756321
3,168,24.362542386909
3,169,75.093047247690
3,170,6.551622929626
3,171,21.103294194349
3,172,-2.068011317067
3,173,50.858096503907
3,174,20.022366237259
3,175,60.506290173973
3,176,60.048671130149
3,177,18.735855469778
3,178,3.058122018243
3,179,24.038849983241
3,180,48.947219914378
3,181,2.104397934389
3,182,23.216230083577
3,183,0.995386713119
3,184,-3.625153071247
3,185,59.730408150259
3,186,68.015260438653
3,187,69.986272995389
3,188,7.659091060486
3,189,41.073352390304
3,190,49.463863070327
3,191,40.563362494977
3,192,11.758642069442
3,193,37.912110409336
3,194,9.822684606537
3,195,-6.395136494655
3,196,53.308384933865
3,197,52.907085034232
3,198,42.444152510929
3,199,59.848244305234
4,0,20.580657582832
4,1,46.397975618958
4,2,-1.875252018217
4,3,-17.642719422278
4,4,-8.137352260193
4,5,1.141430370459
4,6,-7.133934960562
4,7,-12.245525484999
4,8,75.064104949735
4,9,-0.564967352831
4,10,22.394829360361
4,11,23.404668184463
4,12,1.797857756508
4,13,-20.626517440440
4,14,27.767608469403
4,15,-5.742938118274
4,16,-5.949379719190
4,17,3.378442096684
4,18,-6.602253407029
4,19,53.755350494430
4,20,-1.598837922276
4,21,-4.493029935424
4,22,-1.040779243514
4,23,51.290249700760
4,24,-2.406194124924
4,25,-15.912883697019
4,26,48.308294412913
4,27,34.764822935365
4,28,55.006175570132
4,29,-3.736519562663
4,30,40.260490321540
4,31,69.295933400652
4,32,-7.601500496654
4,33,34.298402551132
4,34,1.460448807120
4,35,-20.303300209169
4,36,29.024078250564
4,37,-17.531978648076
4,38,-8.568347012981
4,39,-14.111237588382
4,40,-11.498194228225
4,41,-3.356374034316
4,42,38.792358742881
4,43,49.298800318502
4,44,-7.788863316848
4,45,34.237606714996
4,46,39.152465273764
4,47,-6.853915999753
4,48,28.771314001940
4,49,31.892195650689
4,50,-14.300630603480
4,51,44.088722870008
4,52,-9.558915502341
4,53,23.362927881841
4,54,47.030458560133
4,55,-1.621487905984
4,56,-8.048174016039
4,57,1.072204309508
4,58,-4.571087415745
4,59,42.179153443401
4,60,34.237250970509
4,61,51.844507531438
4,62,13.207938306216
4,63,62.370075074934
4,64,37.118554445493
4,65,66.815654711041
4,66,-15.766039230170
4,67,-14.753418042303
4,68,8.253383705487
4,69,40.887372822544
4,70,62.037889984298
4,71,45.645620036557
4,72,41.099871633829
4,73,3.458854086297
4,74,-0.343809893762
4,75,47.963156538783
4,76,1.996861981330
4,77,48.161491480088
4,78,-9.783116169907
4,79,-13.134446060569
4,80,-9.927319554830
4,81,35.378717697036
4,82,44.225352323170
4,83,58.422993291671
4,84,61.797527242677
4,85,4.166791556971
4,86,1.760110655618
4,87,47.869895090080
4,88,10.887987276241
4,89,-8.845207341772
4,90,68.345378648395
4,91,-0.440267042388
4,92,-5.322506445322
4,93,-4.583574208016
4,94,27.461011247353
4,95,-3.543745790084
4,96,29.788463850622
4,97,15.734957057670
4,98,-5.609594509187
4,99,31.750140143791
4,100,55.554405979768
4,101,67.625276770239
4,102,37.405312472321
4,103,52.500768531485
4,104,59.970249996448
4,105,-14.265702719007
4,106,89.520842750746
4,107,-9.917120872211
4,108,29.503626393722
4,109,-10.921797914139
4,110,8.820547074822
4,111,-2.268361527291
4,112,-13.876648917911
4,113,-6.748422060795
4,114,-2.840105845280
4,115,55.885692942262
4,116,40.794228128114
4,117,49.413937638812
4,118,49.514171323935
4,119,1.040494410816
4,120,-11.802845483326
4,121,45.860738319585
4,122,15.578661676584
4,123,-1.376545390580
4,124,22.290579114349
4,125,-3.453563923540
4,126,-10.809793877968
4,127,-0.147672579071
4,128,2.972616874780
4,129,-5.831975724257
4,130,-1.629085892200
4,131,11.428569609954
4,132,45.554854600654
4,133,-2.502807891506
4,134,33.167736980584
4,135,3.217060097559
4,136,-15.607207453904
4,137,34.002504955584
4,138,-9.737253471212
4,139,10.458513034042
4,140,43.922787372481
4,141,14.220364347588
4,142,67.118493199458
4,143,6.614104866458
4,144,29.785326098783
4,145,20.483890557603
4,146,60.292037658706
4,147,10.488550235117
4,148,-20.155756662411
4,149,-3.615139301917
4,150,-23.805005621609
4,151,30.829738017397
4,152,-0.097016324413
4,153,-9.351664532325
4,154,62.655215953469
4,155,48.271147899606
4,156,21.352835025253
4,157,25.494182869748
4,158,8.271561099689
4,159,-4.915164782244
4,160,63.850017560355
4,161,54.271412310845
4,162,56.681835065494
4,163,41.630544903674
4,164,40.374593677814
4,165,-9.522976985623
4,166,44.986207212023
4,167,47.912938100038
4,168,17.408519258708
4,169,68.138808702861
4,170,-0.402324574497
4,171,14.149284904968
4,172,-9.021922223932
4,173,43.903960871132
4,174,13.068361537495
4,175,53.552113571532
4,176,53.094496470942
4,177,11.781856232505
4,178,-3.895810653077
4,179,17.084828229454
4,180,41.993092395751
4,181,-4.849530687607
4,182,16.262211822650
4,183,-5.958537200240
4,184,-10.579057366886
4,185,52.776234842524
4,186,61.061051949786
4,187,63.032056136632
4,188,0.705138854217
4,189,34.119258306040
4,190,42.509733357881
4,191,33.609270576235
4,192,4.804672456972
4,193,30.958029748304
4,194,2.868723213935
4,195,-13.349029029705
4,196,46.354238896383
4,197,45.952940700801
4,198,35.490052605965
4,199,52.894070497125
5,0,3.048017438035
5,1,28.865059071002
5,2,-19.407651761649
5,3,-35.174950375229
5,4,-25.669684967164
5,5,-16.391001667245
5,6,-24.666278409153
5,7,-29.777814214089
5,8,57.530881478495
5,9,-18.097381123131
5,10,4.862169793400
5,11,5.871997806331
5,12,-15.734581308432
5,13,-38.158716452614
5,14,10.234891382039
5,15,-23.275296457585
5,16,-23.481735848531
5,17,-14.154013888903
5,18,-24.134602547303
5,19,36.222355174381
5,20,-19.131240624774
5,21,-22.025401655133
5,22,-18.573187920141
5,23,33.757280773592
5,24,-19.938588184523
5,25,-33.445133167523
5,26,30.775357412174
5,27,17.232030935433
5,28,37.473166857926
5,29,-21.268899380913
5,30,22.727639483783
5,31,51.762771689951
5,32,-25.133838939939
5,33,16.765615544755
5,34,-16.071986645766
5,35,-37.835502681286
5,36,11.491347711461
5,37,-35.064210786484
5,38,-26.100675106143
5,39,-31.643506345223
5,40,-29.030490957448
5,41,-20.888757922083
5,42,21.259523623339
5,43,31.765852712895
5,44,-25.321199754406
5,45,16.704820359511
5,46,21.619626298831
5,47,-24.386262445965
5,48,11.238586168925
5,49,14.359434405422
5,50,-31.832897332897
5,51,26.555831045887
5,52,-27.091232991464
5,53,5.830257950583
5,54,29.497535240524
5,55,-19.153890366011
5,56,-25.580507677667
5,57,-16.460226987110
5,58,-22.103458299847
5,59,24.646282063826
5,60,16.704464618837
5,61,34.311532670064
5,62,-4.324622908600
5,63,44.836987519127
5,64,19.585737246089
5,65,49.282519556735
5,66,-33.298290272607
5,67,-32.285679924695
5,68,-9.279124468252
5,69,23.354515273197
5,70,44.504805985154
5,71,28.112711543654
5,72,23.567011809406
5,73,-14.073602760123
5,74,-17.876226031600
5,75,30.430223233256
5,76,-15.535579214011
5,77,30.628556051095
5,78,-27.315431258976
5,79,-30.666725273848
5,80,-27.459633100196
5,81,17.845919124651
5,82,26.692459036240
5,83,40.889947996548
5,84,44.264445817062
5,85,-13.365672868160
5,86,-15.772328005231
5,87,30.336962783054
5,88,-6.644549102217
5,89,-26.377532471146
5,90,50.812227115319
5,91,-17.972682147629
5,92,-22.854869285395
5,93,-22.115944958437
5,94,9.928297442406
5,95,-21.076127672008
5,96,12.255725128001
5,97,-1.797631210444
5,98,-23.141954275954
5,99,14.217380419381
5,100,38.021391397830
5,101,50.092132947313
5,102,19.872492202827
5,103,34.967786643778
5,104,42.437188135184
5,105,-31.797969822313
5,106,71.987464485559
5,107,-27.449434526752
5,108,11.970890720571
5,109,-28.454100813651
5,110,-8.711967170661
5,111,-19.800757062410
5,112,-31.408920185990
5,113,-24.280769636331
5,114,-20.372495259784
5,115,38.352674813337
5,116,23.261371576002
5,117,31.880988800483
5,118,31.981221412454
5,119,-16.491936546343
5,120,-29.335138951268
5,121,28.327827523528
5,122,-1.953924918285
5,123,-18.908950472767
5,124,4.757920663476
5,125,-20.985946770874
5,126,-28.342097976478
5,127,-17.680090816604
5,128,-14.559834766311
5,129,-23.364333110410
5,130,-19.161488270889
5,131,-6.103972555728
5,132,28.021947079520
5,133,-20.035200916842
5,134,15.634962079253
5,135,-14.315394160374
5,136,-33.139460196617
5,137,16.469721117130
5,138,-27.269569051234
5,139,-7.074018746673
5,140,26.389897324931
5,141,-3.312207705858
5,142,49.585354802657
5,143,-10.918385758094
5,144,12.252587409748
5,145,2.951251448772
5,146,42.758972352116
5,147,-7.043981867166
5,148,-37.687960713942
5,149,-21.147520419559
5,150,-41.337170609157
5,151,13.296988146860
5,152,-17.629435104231
5,153,-26.883984240070
5,154,45.122125344693
5,155,30.738211296572
5,156,3.820186613688
5,157,7.961490121532
5,158,-9.260947268645
5,159,-22.447531982951
5,160,46.316914158961
5,161,36.738411465507
5,162,39.148808412509
5,163,24.097679397688
5,164,22.841741618431
5,165,-27.055294859478
5,166,27.453305779069
5,167,30.380005332183
5,168,-0.124086926007
5,169,50.605659381537
5,170,-17.934740085926
5,171,-3.383286387521
5,172,-26.554245461572
5,173,26.371071025140
5,174,-4.464198183079
5,175,36.019120427474
5,176,35.561508226419
5,177,-5.750689715293
5,178,-21.428188766098
5,179,-0.447774489934
5,180,24.460223008209
5,181,-22.381898590931
5,182,-1.270382090072
5,183,-23.490893231552
5,184,-28.111363935415
5,185,35.243250005507
5,186,43.527978409496
5,187,45.498961493067
5,188,-16.827288512875
5,189,16.586473217612
5,190,24.976858439004
5,191,16.076490947802
5,192,-12.727798796899
5,193,13.425278504270
5,194,-14.663727314946
5,195,-30.881305945892
5,196,28.821322816693
5,197,28.420028917586
5,198,17.957252841610
5,199,35.361084398486
6,0,31.754453843721
6,1,57.571948026183
6,2,9.298391039592
6,3,-6.469183931345
6,4,3.036248076583
6,5,12.315094008773
6,6,4.039672221646
6,7,-1.071953174462
6,8,86.238272953167
6,9,10.608684644023
6,10,33.568637998615
6,11,34.578483712467
6,12,12.971525873145
6,13,-9.453002304741
6,14,38.941453764295
